FIPS,Total Number of Services,Total Medicare Payment Amount,Total Number of Services: 2019,Total Medicare Payment Amount: 2019,Total Number of Services: 2018,Total Medicare Payment Amount: 2018,Total Number of Services: 2017,Total Medicare Payment Amount: 2017,Total Number of Services: 2016,Total Medicare Payment Amount: 2016,Total Number of Services: 2015,Total Medicare Payment Amount: 2015,tot_ratio,% ASC Procedures: 2019,% ASC Billing: 2019,% ASC Procedures: 2018,% ASC Billing: 2018,% ASC Procedures: 2017,% ASC Billing: 2017,% ASC Procedures: 2016,% ASC Billing: 2016,% ASC Procedures: 2015,% ASC Billing: 2015,% ASC Procedures,% ASC Billing,Beneficiaries with Part A and Part B,Average Age,Percent Male,Percent Non-Hispanic White,Percent African American,Percent Hispanic,Percent Eligible for Medicaid,Average HCC Score,Hospital Readmission Rate,Emergency Department Visits per 1000 Beneficiaries,Procedures Per Capita Standardized Costs,Procedure Events Per 1000 Beneficiaries,metro,pct_poverty,median_house_income,pop,2013_Rural_urban_cont_code,Pct_wthout_high_diploma,Pct_wth_high_diploma,Pct_wth_some_coll,Pct_wth_coll_degree,unemployment,pct_uninsured,fibro,tabacco,obesity,migrane,Alzheimers,Depression,Alcohol Abuse,Drug Abuse,Schizo_othr_psych,COPD,Chronic Kidney Disease,Osteoporosis,Stroke,Diabetes,Asthma,Arthritis,Hypertension,Heart Failure,Ischemic Heart Disease,Population Density,Medicare Population Density,Moran I score for ACS billing fraction,County
06041,12.0,1431.48,12.0,1431.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52310.6,74.0,44.778,86.27,1.766,3.912,13.58,0.828,14.096,505.0,664.04,5697.4,1,7.34,110218.6,259943.0,1.0,6.7,10.5,23.3,59.5,2.92,5.4,18.2,3.4,8.0,3.0,9.48,13.78,2.325,2.3,2.68,5.42,14.12,7.48,3.74,14.86,4.48,29.68,41.1,8.04,21.38,499.596391,100.538145,Non Significant,Marin
06053,1100.0,583183.099997,116.0,65844.25,177.0,85799.639999,373.0,201598.01,264.0,172500.779997,170.0,57440.42,54.0,50.862069,86.16596,35.028249,77.010894,51.474531,87.389548,57.575758,88.219514,41.176471,73.538564,48.636364,84.60571,57471.6,73.0,45.302,58.938,2.792,28.82,24.076,0.898,15.224,582.4,621.89,5291.0,1,13.2,67902.8,433410.0,2.0,28.5,20.3,26.5,24.7,7.18,11.64,15.8,4.4,10.8,2.8,9.44,13.48,1.9,2.475,2.16,7.78,20.1,7.4,3.02,26.94,4.38,26.8,53.44,9.7,22.12,132.113229,17.518651,High-High,Monterey
06061,2740.0,1901259.32,632.0,441707.539999,488.0,338681.99,541.0,361488.590001,544.0,409522.410001,535.0,349858.789999,63.0,79.272152,94.72951,78.893443,95.03823,79.48244,94.411644,91.176471,97.236259,84.299065,97.908328,82.591241,95.848958,74547.8,72.4,45.75,86.672,1.286,5.694,14.238,0.89,12.974,522.4,707.102,5928.6,1,7.46,85951.6,385511.6,1.0,5.5,18.0,36.8,39.7,3.98,4.74,20.4,6.0,12.4,3.4,8.5,15.62,2.025,2.175,1.92,8.44,20.22,6.64,3.2,20.48,5.1,30.52,49.96,10.3,20.72,273.993699,52.983172,Non Significant,Placer
08041,838.0,402785.14,253.0,121593.92,230.0,140573.599999,105.0,44064.91,175.0,67752.99,75.0,28799.72,46.0,60.474308,76.373761,79.130435,90.122591,56.190476,52.043746,64.0,73.186748,42.666667,45.916071,64.200477,75.79658,94875.0,70.8,46.19,83.032,5.714,6.522,14.008,0.868,13.976,610.0,696.914,5642.2,1,10.4,65903.6,698973.8,2.0,5.8,20.4,35.3,38.5,3.56,8.08,20.6,7.8,14.6,3.6,8.22,16.4,1.85,3.075,2.1,9.82,20.08,6.2,2.74,19.76,4.9,30.6,45.78,10.5,20.26,328.650306,44.609251,Non Significant,El Paso
12085,770.0,283920.93,178.0,56257.38,93.0,24517.47,224.0,101125.03,182.0,71612.57,93.0,30408.48,29.821312,51.685393,83.826086,54.83871,87.176124,70.982143,85.787693,49.450549,79.114379,38.709677,86.279222,55.584416,83.888359,42750.6,75.0,45.652,92.77,1.866,2.418,7.238,0.962,17.37,597.6,963.08,8052.8,1,10.6,60023.6,159065.4,2.0,9.0,24.9,32.0,34.1,4.28,16.44,21.6,6.2,15.4,3.2,10.28,16.0,2.7,2.75,2.24,13.94,18.78,8.96,4.22,20.1,5.56,36.2,59.54,11.54,32.7,292.688016,78.663168,High-High,Martin
12105,3614.0,1303473.530001,430.0,140269.89,765.0,320702.850001,739.0,302645.74,834.0,261131.83,846.0,278723.22,130.0,33.488372,66.266624,66.143791,90.275581,64.817321,87.24593,52.517986,83.690024,52.364066,75.957999,55.617045,82.607618,142522.4,72.4,45.61,83.886,7.612,5.644,14.896,1.098,20.138,683.2,876.062,5938.0,1,15.9,48362.4,686217.6,2.0,15.0,34.7,30.1,20.2,4.98,15.86,19.8,8.4,28.2,3.2,11.54,19.62,1.925,3.45,3.1,14.74,30.48,8.5,4.14,31.54,6.06,36.08,66.04,14.84,34.94,381.690665,79.274372,High-High,Polk
13021,334.0,103206.83,76.0,19607.04,51.0,29132.6,83.0,18622.91,75.0,24901.15,49.0,10943.13,18.0,80.263158,94.258491,100.0,100.0,67.46988,89.034796,81.333333,94.177056,34.693878,69.272411,73.652695,92.267644,28566.2,70.6,43.884,60.94,36.508,0.592,21.128,1.148,19.818,1061.0,749.6,5896.0,1,25.18,40097.6,153199.8,3.0,14.0,30.5,30.1,25.4,5.36,14.88,17.6,10.8,23.2,2.8,12.4,18.02,2.5,3.35,4.12,11.32,30.66,5.74,4.92,31.94,5.14,33.64,66.08,16.82,29.3,613.383141,114.373684,Non Significant,Bibb
13047,188.0,24740.57,15.0,1240.56,37.0,5124.8,60.0,9412.22,23.0,2189.31,53.0,6773.68,8.972957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12638.0,71.2,43.034,96.364,1.336,0.744,17.79,1.002,16.158,735.0,739.522,5536.4,1,11.98,55022.4,66699.6,2.0,12.5,32.9,33.2,21.4,4.2,13.1,22.2,10.2,17.2,3.4,10.98,20.02,1.5,4.725,2.8,14.72,24.58,5.54,3.62,29.76,5.04,38.96,62.58,15.78,29.62,411.322221,77.935853,Non Significant,Catoosa
24015,1079.0,431144.0,143.0,83717.43,104.0,59900.19,316.0,100816.020001,330.0,103947.879999,186.0,82762.48,24.0,100.0,100.0,100.0,100.0,46.518987,85.087797,44.848485,82.647477,81.182796,96.385935,64.226135,91.635611,16926.8,70.8,45.464,91.482,4.956,1.098,16.85,0.988,18.78,741.6,723.418,5800.0,1,9.66,71956.2,102552.4,1.0,10.5,36.1,29.4,23.9,4.76,5.92,19.4,13.2,19.8,3.6,9.1,20.62,2.525,5.7,2.46,16.1,21.18,5.0,4.08,30.62,6.14,35.0,59.98,12.54,29.2,296.160544,48.882818,High-High,Cecil
25001,329.0,76940.58,69.0,14907.16,89.0,23495.3,47.0,11621.41,93.0,22703.47,31.0,4213.24,21.0,24.637681,65.116092,29.213483,67.522313,27.659574,58.840537,43.010753,77.834666,0.0,0.0,29.179331,65.090229,69227.6,74.0,43.842,93.692,1.148,1.228,14.182,0.928,16.476,667.2,636.164,5697.0,1,7.46,71074.4,213495.6,3.0,4.5,23.7,28.3,43.4,4.88,3.52,17.0,7.6,15.8,3.4,8.94,20.7,3.325,2.7,2.58,9.64,21.18,8.66,3.88,18.14,6.04,35.32,60.16,11.1,24.6,542.24823,175.828184,Non Significant,Barnstable
25003,2224.0,936714.039999,458.0,180883.07,482.0,189257.1,437.0,179104.93,464.0,192847.810001,383.0,194621.129999,68.0,73.580786,93.518315,69.087137,89.516584,71.624714,88.028811,73.922414,93.214945,86.16188,91.456108,74.460432,91.169245,31866.0,71.2,45.174,93.404,1.818,1.274,27.734,0.954,19.032,800.8,518.29,5066.6,1,11.66,55980.0,126424.6,3.0,8.7,29.4,28.4,33.6,4.5,3.48,16.8,10.8,13.4,3.0,10.04,20.04,3.6,4.95,3.28,11.58,16.94,8.46,4.06,22.14,5.44,29.62,51.88,12.12,23.32,136.406118,34.381895,High-Low,Berkshire
25027,17267.0,1129335.36,3551.0,209123.52,4487.0,300237.94,3584.0,237857.390001,3118.0,215149.62,2527.0,166966.89,265.0,0.337933,0.201986,0.312012,0.162784,0.0,0.0,0.0,0.0,0.0,0.0,0.150576,0.080679,137933.6,69.4,46.33,87.2,2.126,5.936,29.562,1.0,19.874,744.0,506.616,4501.4,1,10.1,70893.8,824772.4,2.0,9.3,27.8,26.6,36.4,4.08,3.1,18.0,11.0,18.4,3.6,9.92,24.0,4.475,5.05,4.52,10.88,22.22,5.96,3.16,24.12,6.72,29.48,53.64,12.44,24.2,545.9285,91.300198,Low-Low,Worcester
26025,2914.0,355059.899999,1199.0,72953.84,901.0,61630.72,64.0,18203.4,432.0,116822.809999,318.0,85449.13,58.993978,0.917431,9.216143,1.553829,13.330738,0.0,0.0,0.0,0.0,0.0,0.0,0.857927,4.20756,28969.0,71.0,45.42,86.198,9.634,1.686,17.298,1.042,16.344,735.8,652.492,4233.0,1,16.64,47003.6,134211.8,3.0,9.0,36.8,33.2,21.0,4.62,6.6,23.8,12.4,31.0,3.4,10.72,21.12,2.65,3.7,3.36,14.7,27.16,5.82,3.32,28.56,5.14,34.94,58.76,16.08,26.26,190.038981,41.01904,Non Significant,Calhoun
26049,3065.0,399507.230001,507.0,73448.57,489.0,70605.710001,588.0,74645.6,916.0,92768.31,565.0,88039.04,79.719031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.946903,8.535554,0.358891,1.880972,86665.0,69.0,43.87,75.078,20.97,1.562,24.164,1.164,20.598,751.2,741.856,5767.8,1,18.9,46747.2,407875.2,2.0,9.4,31.6,37.8,21.2,5.54,6.5,23.2,15.2,33.2,3.6,13.2,21.58,3.25,6.225,4.24,16.66,28.58,4.58,4.56,32.04,6.88,40.66,61.36,18.8,33.62,640.329557,136.056718,Non Significant,Genesee
44007,146.0,25522.37,12.0,7361.38,0.0,0.0,20.0,1883.47,48.0,5793.84,66.0,10483.68,8.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.219178,28.842854,104714.6,70.2,44.602,80.644,5.138,9.14,24.38,1.02,20.1,734.0,588.054,5682.0,1,15.56,55305.8,635736.6,1.0,14.2,31.0,25.8,29.0,5.0,6.44,16.0,10.2,24.8,3.8,10.12,23.48,4.0,4.375,4.42,11.92,22.58,5.86,3.74,27.42,7.62,31.4,59.34,13.2,25.82,1552.462747,255.71206,High-Low,Providence
45045,1366.0,399553.85,279.0,98004.74,195.0,57367.9,375.0,114807.379999,256.0,68224.7,261.0,61149.13,86.791792,0.0,0.0,0.0,0.0,14.666667,20.381921,33.203125,47.609326,13.02682,28.51586,12.737921,18.350085,87926.0,72.0,44.098,85.042,10.692,1.466,10.358,0.916,14.842,578.2,627.036,5341.2,1,11.78,57868.2,507003.2,2.0,12.0,23.8,29.2,35.1,3.58,13.26,21.0,7.4,20.2,3.4,10.58,19.54,1.575,2.15,2.62,9.38,21.5,7.74,3.26,24.76,5.06,32.42,60.28,12.4,26.54,645.765233,111.990524,Low-High,Greenville
47037,50059.0,4191775.920003,10140.0,801123.89,10118.0,839521.69,9999.0,919834.560001,9464.0,789122.820001,10338.0,842172.96,862.884759,2.001972,10.161551,2.955129,17.400063,4.230423,21.565953,2.366864,12.467676,2.679435,14.921042,2.848639,15.504199,87530.8,71.4,43.336,72.452,22.062,1.574,16.674,1.024,19.714,697.8,641.788,5197.2,1,14.96,57914.8,687488.2,1.0,10.9,22.1,25.3,41.7,3.16,13.64,18.6,9.4,17.4,3.0,11.54,19.18,2.475,4.175,4.04,9.92,26.6,5.86,3.28,25.62,4.7,32.54,56.56,14.9,25.18,1363.974581,173.660852,Non Significant,Davidson
47051,173.0,14707.27,11.0,3453.38,0.0,0.0,11.0,3192.92,0.0,0.0,151.0,8060.97,5.524319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9747.6,71.8,46.38,94.45,3.79,0.49,15.898,0.996,17.382,693.8,726.138,5522.2,0,15.06,49792.8,41725.4,6.0,12.5,40.0,26.6,20.8,4.1,11.22,21.4,12.2,16.4,3.4,10.56,18.74,1.85,5.525,3.26,15.4,24.84,6.56,3.18,32.26,4.36,36.8,65.6,17.2,32.68,75.242993,17.577749,Non Significant,Franklin
47063,468.0,70836.5,107.0,29152.98,56.0,14021.31,56.0,4907.31,124.0,11867.46,125.0,10887.44,26.584656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14281.4,70.8,45.062,94.586,3.276,0.944,19.174,1.018,18.1,719.8,645.694,6036.0,1,17.14,43335.2,64131.8,3.0,18.7,38.6,25.9,16.8,4.58,14.28,20.0,14.0,18.8,2.8,11.0,21.78,1.65,6.025,3.12,18.96,26.0,7.1,3.36,31.1,4.62,40.3,64.06,12.66,28.92,397.891785,88.605836,Non Significant,Hamblen
47113,815.0,124937.84,185.0,25760.08,214.0,31449.6,92.0,13768.14,103.0,15642.98,221.0,38317.04,41.994254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19036.6,71.4,43.678,75.81,22.514,0.388,19.498,1.038,18.948,707.2,623.634,4963.2,1,18.0,46641.4,97625.0,3.0,11.1,35.3,27.9,25.6,4.38,10.42,20.8,9.8,19.0,2.8,12.5,20.66,1.7,3.275,4.58,11.98,26.36,5.84,3.72,29.3,3.74,35.02,66.08,16.54,32.92,175.232492,34.169842,Non Significant,Madison
06019,1598.0,636815.540002,291.0,157522.06,563.0,131992.130001,342.0,160177.39,189.0,92774.83,213.0,94349.13,55.99857,78.006873,84.014709,26.998224,66.449962,72.51462,87.354358,87.830688,83.010942,77.464789,89.662682,59.949937,81.904655,122192.4,71.0,47.2,56.85,4.528,29.778,35.542,1.034,19.464,619.4,770.222,6120.8,1,22.72,51125.4,984521.4,2.0,24.0,22.7,32.1,21.2,8.68,9.48,17.4,6.4,15.6,2.2,9.7,14.2,1.925,2.5,3.32,9.02,26.68,8.14,3.4,32.3,7.72,31.08,59.34,15.0,27.2,165.243855,20.508994,High-High,Fresno
06037,278513.0,24173606.779972,71865.0,5669105.470002,62451.0,5733246.829998,56507.0,5144655.239976,54677.0,4591694.399989,33013.0,3034904.840006,1701.212704,5.847074,21.972444,14.046212,35.59903,22.294583,38.726776,10.81259,25.182807,8.145276,28.091043,12.269804,30.147898,1299202.4,72.6,44.71,51.746,8.738,20.398,40.046,1.21,21.116,610.6,869.642,7221.0,1,15.1,65194.4,10081569.6,1.0,20.9,20.6,26.0,32.5,5.22,10.92,18.4,5.2,14.2,2.8,14.16,18.3,2.0,2.875,5.06,11.02,26.44,10.4,3.98,33.0,5.78,36.68,57.36,17.62,31.82,2484.440068,320.167457,High-High,Los Angeles
13085,50.0,2099.07,0.0,0.0,34.0,1467.71,0.0,0.0,0.0,0.0,16.0,631.36,2.553986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4473.4,71.2,47.112,0.0,0.0,0.0,14.474,0.926,19.124,600.2,727.958,5761.6,1,9.84,64868.8,24535.6,1.0,12.8,29.1,27.5,30.6,4.02,16.56,20.8,11.2,22.4,3.0,8.88,17.36,5.6,7.75,2.06,11.2,21.48,5.68,3.38,26.56,3.7,32.94,61.06,12.88,26.88,116.376227,21.218043,Non Significant,Dawson
13117,323.0,97284.74,124.0,42825.98,13.0,1527.27,97.0,25105.43,76.0,22288.4,13.0,5537.66,18.96808,58.064516,73.671706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.291022,32.431222,24844.2,73.0,44.248,90.242,1.948,2.534,7.308,0.91,15.698,547.6,794.69,6465.0,1,5.36,104405.2,228383.2,1.0,7.0,15.6,24.3,53.1,3.72,10.72,18.2,7.2,22.2,2.8,10.82,16.5,1.675,2.125,1.6,9.4,19.54,6.84,4.14,22.78,4.44,33.44,60.12,11.38,28.12,1019.472282,110.90121,Non Significant,Forsyth
08101,1676.0,636820.33,198.0,83911.53,317.0,109471.98,363.0,139592.78,485.0,187975.06,313.0,115868.98,75.996108,53.030303,73.721311,42.271293,70.107529,47.933884,66.425226,54.020619,68.116605,47.284345,72.161229,49.105012,69.562526,34461.8,69.2,47.964,69.392,1.65,26.676,26.596,0.976,15.25,816.0,583.128,4388.8,1,18.58,45725.4,165981.8,3.0,10.3,29.1,38.8,21.8,4.48,8.76,23.4,11.2,18.2,3.8,9.38,19.18,3.1,5.675,3.98,13.24,20.2,6.12,2.8,25.26,5.6,34.08,46.4,10.64,18.72,69.561846,14.442707,Non Significant,Pueblo
09005,7275.0,350923.57,1759.0,90786.91,2197.0,116250.55,2750.0,116051.63,282.0,15104.01,287.0,12730.47,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37819.6,73.2,44.744,93.008,1.092,1.764,26.49,0.986,16.84,723.4,637.752,5962.0,0,7.1,76491.4,182002.0,4.0,7.0,29.9,27.7,35.4,4.12,5.36,15.0,8.0,14.8,2.8,11.44,18.84,3.075,2.975,3.16,12.0,20.34,6.76,3.6,22.0,5.8,31.44,56.78,12.46,25.08,197.707917,41.083254,Non Significant,Litchfield
12019,320.0,68078.46,145.0,31525.87,116.0,30423.25,26.0,2654.34,14.0,1466.08,19.0,2008.92,17.999673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37689.0,72.0,46.682,87.518,5.308,3.152,10.418,0.984,18.832,634.4,910.67,5786.8,1,9.64,64141.2,211405.2,1.0,8.2,31.0,35.8,24.9,4.02,11.84,21.4,9.0,23.6,3.2,10.04,17.56,2.025,3.1,2.22,14.06,25.84,6.48,4.9,29.86,5.28,35.58,60.16,12.94,33.5,349.800119,62.361837,Low-High,Clay
12035,57.0,6050.83,0.0,0.0,12.0,1320.12,14.0,1439.35,16.0,1651.36,15.0,1640.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34139.6,73.0,47.456,83.062,8.554,4.824,9.208,0.932,17.152,568.4,802.326,6044.0,1,10.98,55145.8,109801.4,2.0,7.8,34.3,32.8,25.1,5.0,15.36,17.0,5.8,22.2,2.6,10.42,15.14,1.85,1.675,2.12,11.38,24.14,6.22,3.86,29.5,4.54,32.98,62.68,12.64,32.1,226.179652,70.324084,Low-High,Flagler
27013,243.0,9120.3,108.0,4926.45,0.0,0.0,44.0,1289.78,50.0,1343.69,41.0,1560.38,10.997966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10283.6,68.6,46.966,94.074,1.654,1.098,28.596,1.004,17.194,677.4,532.978,4696.6,1,15.76,55634.0,66795.0,3.0,5.5,26.5,33.2,34.8,2.88,4.8,18.4,10.8,19.0,5.2,10.04,25.86,5.175,5.25,7.04,8.48,22.28,6.08,2.6,21.18,4.68,24.28,45.76,12.28,19.08,89.316756,13.750996,Low-Low,Blue Earth
29095,6701.0,1835223.559998,1273.0,386834.1,1353.0,312578.269999,1510.0,411402.539999,1224.0,354135.68,1341.0,370272.970001,225.996232,36.292223,71.260812,22.912047,59.505733,31.92053,66.9842,34.640523,68.73799,36.539896,77.691485,32.35338,69.110606,112478.0,70.0,44.096,75.51,19.0,2.782,19.404,1.072,20.866,845.6,612.468,4558.0,1,14.72,53108.4,696216.0,1.0,9.4,28.3,30.7,31.6,4.6,12.48,20.8,12.4,20.6,3.4,11.6,20.8,2.925,3.625,5.02,12.22,24.38,6.48,3.72,27.04,5.96,33.54,56.72,13.02,26.54,1151.794488,186.079522,Non Significant,Jackson
47165,18.0,1825.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1825.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31355.8,71.2,43.888,91.774,5.098,0.982,13.764,0.978,19.224,720.4,680.668,5683.8,1,9.22,64337.2,183437.4,1.0,10.3,30.9,30.7,28.1,3.4,9.96,21.8,10.4,17.2,3.8,10.28,19.86,1.825,5.025,3.14,13.08,29.46,5.74,3.64,27.3,5.88,35.08,60.92,14.88,35.14,346.468498,59.223457,Non Significant,Sumner
45047,438.0,238969.81,65.0,39970.46,69.0,39424.18,97.0,59531.46,87.0,48849.55,120.0,51194.16,22.899123,100.0,100.0,100.0,100.0,88.659794,88.004998,86.206897,82.858143,89.166667,83.567481,91.780822,89.987434,15087.8,72.0,44.198,79.804,18.516,0.46,13.532,0.958,16.016,650.8,530.926,3510.4,0,19.08,42683.2,70410.8,4.0,14.8,30.5,30.1,24.6,4.48,14.24,20.8,8.0,14.6,3.2,11.14,18.84,1.9,2.075,2.66,9.74,21.84,5.54,4.52,27.48,3.56,36.22,63.92,15.04,24.46,154.842257,33.179981,High-High,Greenwood
45051,1538.0,509424.550001,327.0,104904.4,349.0,134266.43,406.0,146654.23,196.0,58331.84,260.0,65267.65,85.0,37.003058,58.905241,39.255014,53.023045,39.162562,55.506309,19.387755,22.757845,21.153846,38.583678,33.159948,49.633733,85403.8,71.2,46.972,89.392,6.948,1.198,10.088,0.878,16.382,670.6,779.364,6026.0,1,14.96,48280.0,332172.2,2.0,10.4,32.5,33.5,23.6,5.06,17.2,22.8,9.2,15.8,2.8,7.1,15.7,2.45,3.1,1.46,11.78,20.26,5.68,3.68,25.6,4.14,37.14,61.7,10.58,24.12,292.947678,75.3189,Non Significant,Horry
45059,11.0,6471.15,0.0,0.0,11.0,6471.15,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,15369.6,69.4,45.812,79.446,18.67,0.624,19.482,0.988,15.922,752.4,536.032,4260.2,1,19.56,42750.8,66845.8,2.0,19.1,33.8,30.9,16.2,4.46,13.86,22.8,10.6,15.8,3.6,10.82,21.62,1.9,2.8,3.06,11.54,23.2,4.82,4.5,28.96,4.6,33.72,63.24,15.3,25.14,93.647276,21.531961,Non Significant,Laurens
01039,159.0,21190.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0,21190.09,4.842147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9435.8,70.2,44.054,88.372,10.362,0.476,29.108,1.044,18.22,1013.4,702.392,5134.8,0,19.34,39099.4,37200.4,6.0,16.6,37.3,30.8,15.3,5.5,12.28,26.4,16.2,26.6,3.8,12.56,17.42,2.0,3.975,4.34,18.58,27.16,5.8,8.62,32.48,4.64,45.72,71.08,18.92,33.72,36.100911,9.156917,Non Significant,Covington
01069,2146.0,677527.499999,514.0,160179.039999,412.0,153077.02,461.0,146705.43,435.0,121239.55,324.0,96326.46,93.593346,50.194553,70.674059,55.582524,73.558944,42.950108,58.849137,35.862069,50.73163,34.876543,47.188114,44.4548,61.857739,22149.2,70.4,43.508,78.412,19.29,0.952,23.884,1.004,17.388,716.0,726.568,6493.8,1,18.04,45872.4,104701.6,3.0,14.0,31.2,33.1,21.7,4.72,11.98,20.4,13.8,28.8,3.8,11.66,21.28,2.625,3.275,3.78,11.92,24.58,7.68,4.68,30.62,6.5,40.52,66.7,14.1,28.9,180.574795,38.199868,Non Significant,Houston
01077,230.0,44725.17,12.0,9293.88,27.0,7038.37,11.0,835.56,13.0,7120.94,167.0,20436.42,11.0,100.0,100.0,59.259259,83.204918,0.0,0.0,100.0,100.0,13.173653,43.297946,27.391304,69.579702,20978.4,71.2,43.924,90.722,7.734,0.436,19.972,0.948,15.654,639.4,663.24,6261.8,1,15.18,46134.6,92556.2,3.0,12.6,36.0,27.9,23.5,5.14,11.2,22.2,10.6,22.2,3.4,11.66,17.48,1.8,4.475,2.8,14.66,21.36,6.26,4.08,28.66,5.04,35.44,66.8,13.28,29.18,138.620063,31.419042,Non Significant,Lauderdale
04001,767.0,21200.85,602.0,16420.77,165.0,4780.08,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148.2,71.0,47.69,30.178,0.26,3.228,42.766,0.99,17.566,516.8,497.782,2717.4,0,35.0,33440.6,71511.2,6.0,19.6,32.2,35.9,12.3,11.06,19.68,15.0,4.0,10.2,1.8,8.2,11.12,3.525,1.45,1.04,6.48,20.94,5.84,2.42,37.52,5.86,28.32,46.44,9.62,18.8,6.386342,0.90629,Non Significant,Apache
04019,10150.0,2788697.020003,1480.0,573626.350003,1566.0,649794.559999,2141.0,567393.460001,2107.0,517416.990001,2856.0,480465.659999,288.0,50.0,80.467552,53.767561,80.448388,33.06866,74.139952,32.083531,71.0179,17.962185,57.350311,34.275862,73.439488,199438.0,73.0,46.68,83.806,2.242,8.372,8.98,0.89,15.774,500.2,776.284,6109.0,1,16.74,51137.6,1027206.8,2.0,11.6,22.2,33.8,32.4,4.8,11.94,17.8,5.4,14.0,2.8,7.82,15.88,1.925,2.625,1.8,8.0,21.32,7.34,2.96,19.92,5.62,29.44,49.12,8.98,21.78,111.810469,21.708634,Non Significant,Pima
05055,304.0,77070.29,0.0,0.0,64.0,11766.9,102.0,28463.77,52.0,15070.38,86.0,21769.24,17.920902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9120.8,69.6,44.572,98.064,0.23,0.71,22.01,0.928,20.054,749.0,547.716,4563.8,0,15.84,45768.6,44937.4,4.0,11.8,45.9,26.2,16.2,4.0,7.94,24.8,11.2,14.4,3.2,12.74,18.42,1.625,3.725,2.36,15.06,19.8,6.86,4.12,28.12,2.98,33.32,58.32,14.04,29.32,77.786875,15.788153,Non Significant,Greene
29099,401.0,146854.37,95.0,34073.99,47.0,14137.05,116.0,40930.74,40.0,17669.39,103.0,40043.2,21.468828,64.210526,72.474694,31.914894,41.091883,60.344828,67.889,70.0,88.83906,54.368932,57.392191,57.356608,66.031852,39712.4,69.0,46.11,96.63,0.802,0.87,17.986,1.12,19.544,792.0,708.914,4999.2,1,9.68,63303.6,223950.6,1.0,10.9,31.6,37.1,20.4,3.82,10.48,23.4,14.2,23.6,3.8,10.5,28.0,2.4,3.9,4.52,16.32,29.22,6.5,3.8,27.82,5.74,37.7,59.54,17.96,30.74,341.061086,60.479205,High-Low,Jefferson
29201,44.0,2358.82,44.0,2358.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.599378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9106.2,69.6,44.876,91.814,6.656,0.534,26.948,1.01,17.278,754.8,513.124,3899.2,0,18.74,42757.8,38632.8,4.0,15.0,41.6,27.0,16.3,4.48,12.16,22.4,15.0,16.4,3.8,10.9,21.66,2.05,4.7,4.44,17.54,22.74,5.44,3.3,31.18,3.46,36.18,62.26,13.22,26.58,91.985047,21.681945,Low-Low,Scott
30031,2967.0,125976.29,676.0,30150.54,725.0,27358.5,571.0,21368.15,532.0,21652.77,463.0,25446.33,49.855086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13669.6,72.0,48.212,94.844,0.228,1.04,10.168,0.756,12.87,494.4,587.986,5348.4,0,10.28,64108.6,108062.6,5.0,3.2,17.8,28.9,50.1,2.76,8.78,17.2,5.2,6.4,2.8,6.78,14.6,1.5,1.275,1.68,5.76,12.24,4.96,2.06,14.1,2.92,26.86,33.12,8.26,14.4,41.519598,5.252107,Non Significant,Gallatin
